-6.236704;106.79324;unhealthy
13.596314064923;100.60046446423;unhealthy for sensitive
13.7954248;100.5930298;unhealthy for sensitive
13.722733;100.552776;good
23.7106;113.0208;moderate
2.723381;101.968497;good
21.0811211;105.8180306;unhealthy
20.195545;99.783905;unhealthy for sensitive
20.362421;72.918013;unhealthy
2.821692;101.811486;moderate
12.91281111;77.60921944;moderate
19.1135051;73.008978;unhealthy
19.5275;109.5037;moderate
21.5233;109.1778;unhealthy
17.457121;78.443493;good
22.624758;75.675238;unhealthy
12.97378;101.212844;unhealthy for sensitive
13.763936293311;100.52907795047;moderate
22.605386;120.307564;moderate
22.8561;108.316;moderate
21.7631;108.3511;moderate
19.1336;100.2858;good
22.673081;120.488033;moderate
22.689056;120.332631;moderate
23.105;113.261;moderate
21.1528765;79.0729793;good
12.7053545;101.1818364;unhealthy for sensitive
18.279680637193;99.663144703624;unhealthy for sensitive
19.25292;73.142019;hazardous
13.769634;100.614567;unhealthy for sensitive
16.9908527;98.5271491;unhealthy for sensitive
18.792449;99.038352;good
22.915094;112.044491;moderate
23.4168;103.386;unhealthy for sensitive
19.540055;101.048298;moderate
23.06;113.7480556;moderate
19.9974533;73.7898023;good
19.1375;72.915056;unhealthy
3.106236;101.717917;good
18.77912;109.5164;good
21.865;111.9494;good
21.4689;111.0286;unhealthy
23.462778;120.440833;good
23.2775;116.7258;good
23.1142;114.4103;moderate
23.021548;113.121416;good
23.10844;77.511428;unhealthy
1.562229;110.388958;moderate
18.12614;100.1654;unhealthy for sensitive
19.959965;99.711174;unhealthy for sensitive
23.5739;116.3594;moderate
22.817239;108.366129;moderate
23.3594;104.2533;unhealthy for sensitive
3.960644;103.382158;good
19.5088;109.5037;moderate
19.6928;110.3239;moderate
13.77553;100.569195;unhealthy for sensitive
1.219656;111.464792;good
19.9328;110.2224;moderate
18.577864;73.908086;unhealthy
22.471249;114.360804;moderate
22.2828962;114.2193366;unhealthy for sensitive
4.629444;101.11665;good
7.8816363400512;98.394290593566;good
13.66402619452;100.54340633012;unhealthy for sensitive
18.851765;98.96723;good
23.1331;113.26;moderate
23.0672;109.6042;moderate
23.530808734503;55.485926239329;moderate
5.538225;115.850556;good
21.662999;110.925456;unhealthy
13.727622;100.486568;unhealthy for sensitive
19.3355;100.1338;good
20.038608;99.302391;moderate
22.565747;120.425081;moderate
-2.676583;111.626448;good
2.493914;102.862694;good
18.795143;110.391073;good
18.50844;110.03572;good
21.8536;111.9508;unhealthy for sensitive
13.819954734562;100.57590480014;good
13.807158152425;100.50631878903;unhealthy
19.200469;99.89287;unhealthy for sensitive
19.920029;99.84038;unhealthy for sensitive
23.08;114.4053;moderate
19.9756764;79.2422956;hazardous
17.540891;78.358528;unhealthy
21.4086;109.1436;unhealthy for sensitive
15.707848227166;100.1319285287;unhealthy for sensitive
23.5353;116.3697;moderate
23.7233;114.6892;good
18.0460318;120.5940777;good
18.7983;110.3933;good
18.7422;109.1777;good
19.0673;108.6468;unhealthy for sensitive
18.17944;98.61197;good
18.804701;98.986802;good
22.8464;108.239;moderate
20.0053;110.283;moderate
18.286776118257;99.506314173843;unhealthy for sensitive
23.5486;116.3242;moderate
18.306161;100.291194;good
17.964438;97.931447;good
23.0426;120.1547;good
22.543099;114.057868;unhealthy for sensitive
23.7586;114.6944;good
